Id,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,Neighborhood,HouseStyle,GarageType,ExterQual,KitchenQual,CentralAir,LotFrontage,MasVnrArea,SalePrice
480,12741,4,4,1941,1959,1556,1442,426,1875,1,1,5,8,2,1,277,0,0,0,NridgHt,1.5Fin,,TA,Gd,Y,33.63450833307245,0.0,145552.0
481,8926,1,3,1920,1937,653,1179,0,1188,3,1,2,7,1,1,322,0,95,0,NAmes,1Story,Attchd,TA,TA,Y,100.79828679446068,192.0,131712.0
482,16187,7,3,1978,2001,1418,623,0,616,3,1,2,4,0,2,505,265,0,0,Crawfor,SLvl,Attchd,TA,TA,Y,50.68591216057422,34.0,268583.0
483,9236,7,6,1980,2014,745,1219,0,1235,2,0,3,5,0,1,300,0,188,0,Mitchel,2Story,Attchd,TA,TA,Y,102.28599280894252,0.0,222529.0
484,6345,4,4,1921,1982,900,992,804,1807,3,1,4,9,0,1,256,0,0,0,Mitchel,1Story,Attchd,Ex,TA,Y,97.35879785176539,0.0,205843.0
485,16469,3,6,1937,1937,921,1475,1031,2519,3,1,4,7,0,1,330,0,7,0,CollgCr,2Story,Detchd,Gd,Gd,Y,81.97461352627876,0.0,223050.0
486,11109,8,3,1998,2001,1093,1207,0,1208,2,1,2,4,0,2,649,0,0,0,Timber,1Story,BuiltIn,TA,TA,Y,,0.0,164805.0
487,5914,5,4,2008,2016,1450,1185,0,1195,2,0,4,7,2,0,0,0,99,0,SawyerW,1Story,Attchd,TA,TA,Y,29.705380879381856,317.0,208973.0
488,8298,10,9,1979,2021,1155,751,0,737,1,0,3,5,2,2,541,0,0,0,NridgHt,1.5Fin,Attchd,Gd,Gd,Y,,390.0,181175.0
489,6309,7,5,1907,2004,999,1062,0,1062,2,1,3,8,2,0,0,0,0,0,NAmes,1.5Fin,BuiltIn,Gd,Gd,Y,76.25049249770407,0.0,144489.0
490,5150,4,7,1961,1985,1436,1518,0,1513,3,0,5,9,1,1,300,110,156,0,NridgHt,1.5Fin,BuiltIn,TA,Gd,Y,61.49094565943773,0.0,139372.0
491,12970,4,2,1946,1961,728,854,1021,1874,2,0,4,8,2,2,566,0,92,0,Mitchel,1Story,Attchd,TA,Gd,Y,52.72888368719207,0.0,236103.0
492,19221,8,5,1916,2013,1019,1137,765,1900,3,0,5,8,0,2,586,0,5,0,Sawyer,SFoyer,Attchd,Gd,TA,Y,87.7753458501401,0.0,294872.0
493,5118,8,9,1916,2008,1448,794,452,1257,1,0,1,4,2,0,0,195,0,0,BrkSide,1Story,BuiltIn,TA,Ex,Y,75.66511026200871,149.0,174767.0
494,11217,2,3,2017,2019,1261,700,0,694,2,0,3,5,0,2,549,125,160,0,Mitchel,1Story,Attchd,TA,TA,Y,93.08491932176837,207.0,177711.0
495,6903,2,9,1989,2011,863,1117,127,1228,3,1,2,7,2,2,553,0,94,0,Timber,1Story,Attchd,Ex,Gd,Y,,0.0,181490.0
496,7369,3,6,1912,1994,444,1216,906,2112,2,1,3,5,0,3,592,261,173,0,CollgCr,1Story,Attchd,Gd,Gd,Y,69.63859339991853,261.0,226280.0
497,7065,3,4,1916,1940,1174,1907,0,1901,2,1,1,6,2,0,0,285,0,0,Edwards,1Story,Attchd,TA,Gd,N,103.87196269118724,0.0,171993.0
498,6338,1,7,1937,1952,418,976,0,984,2,1,2,7,0,2,581,0,168,0,NridgHt,2Story,Attchd,TA,Gd,Y,41.76537650691664,0.0,98810.0
499,9130,3,8,1980,1988,964,1130,0,1113,2,0,4,7,0,2,499,0,17,0,NAmes,SLvl,Attchd,Gd,TA,Y,68.10409155076213,88.0,135081.0
500,6422,6,6,2011,2011,1521,674,0,689,1,1,4,8,1,1,239,0,0,0,Gilbert,SFoyer,BuiltIn,Fa,TA,Y,50.76307761258151,0.0,130307.0
501,9978,8,5,1977,2018,1288,1382,882,2266,3,1,3,7,2,3,617,34,0,0,Somerst,1.5Fin,BuiltIn,Gd,Gd,Y,107.30072511297708,247.0,226705.0
502,8777,10,6,1944,1962,240,1301,0,1295,2,0,2,5,0,3,769,43,15,0,BrkSide,2Story,,TA,TA,Y,122.92659402056722,0.0,164821.0
503,8138,6,5,1905,2001,1130,1715,0,1697,3,0,2,6,2,1,336,142,0,0,Gilbert,1.5Fin,Attchd,Ex,TA,Y,74.61712277631644,491.0,150033.0
504,6229,5,8,1934,1967,922,1572,0,1583,1,0,5,8,0,1,220,210,0,0,Sawyer,1.5Fin,Attchd,TA,TA,Y,80.83825532954324,0.0,227960.0
505,7110,4,1,2009,2020,540,1283,183,1455,3,0,1,3,1,1,311,284,164,0,BrkSide,2Story,BuiltIn,TA,TA,Y,67.7183157821707,0.0,122118.0
506,12114,3,7,1913,2016,1184,971,736,1726,3,1,4,9,1,1,315,0,13,269,BrkSide,1.5Fin,Detchd,Gd,TA,Y,66.86846358877447,35.0,118389.0
507,10942,4,2,2010,2016,853,1227,0,1244,1,0,3,7,1,3,1134,0,0,0,NAmes,2Story,Attchd,Fa,TA,Y,71.83817887536834,0.0,135632.0
508,6057,7,9,1971,1988,855,1107,0,1108,2,0,2,6,1,2,643,26,67,0,OldTown,1Story,Attchd,Gd,Gd,Y,40.322994304462085,0.0,228224.0
509,9318,1,1,1960,1993,1099,1512,0,1505,3,0,4,6,0,2,636,226,29,0,BrkSide,2Story,Attchd,TA,Gd,Y,84.52647784894585,0.0,98287.0
510,12095,7,6,1914,2002,799,1463,0,1459,3,0,3,5,2,1,294,0,59,0,Mitchel,2Story,Attchd,TA,TA,Y,,0.0,238724.0
511,4592,1,9,1953,1997,1088,1037,0,1037,2,0,4,8,1,0,0,0,0,0,NWAmes,1.5Fin,Attchd,TA,TA,Y,,36.0,120426.0
512,11129,2,1,1926,1931,812,594,0,588,2,0,3,7,1,1,314,104,163,0,Crawfor,1Story,,TA,TA,Y,70.72998290662872,233.0,135208.0
513,6870,4,4,1912,1932,834,1656,0,1650,3,1,4,7,1,2,659,0,0,0,Sawyer,2Story,Attchd,TA,TA,Y,53.23271963485048,101.0,214518.0
514,11251,1,4,2012,2021,1447,1371,989,2340,1,1,5,8,2,0,0,204,63,0,Edwards,SLvl,,Fa,Gd,Y,83.15088056177488,0.0,201262.0
515,6599,9,9,1930,1999,1487,1028,0,1031,2,1,1,5,0,1,331,42,0,0,BrkSide,SFoyer,BuiltIn,Gd,TA,Y,59.54066188466386,179.0,153326.0
516,4350,6,5,2016,2016,366,1356,0,1347,2,0,4,7,0,0,0,88,0,0,Timber,1Story,Attchd,Gd,TA,Y,93.44240324648884,324.0,163031.0
517,4670,1,5,2019,2022,1348,1178,543,1710,1,0,1,3,0,1,282,0,175,0,SawyerW,1Story,BuiltIn,TA,TA,Y,50.8333940071664,69.0,178763.0
518,9129,1,6,1934,1972,1609,1651,850,2511,3,1,4,9,0,3,851,156,0,0,NWAmes,2Story,Detchd,TA,TA,Y,66.328510049307,405.0,259906.0
519,9935,6,1,1959,1989,1672,416,1014,1420,2,1,2,5,2,2,552,265,121,0,NridgHt,1Story,Attchd,TA,Gd,N,46.418662201753826,0.0,139574.0
520,6237,4,1,1905,2010,1258,999,0,994,3,1,5,10,2,1,285,133,0,0,CollgCr,1Story,Attchd,Ex,Gd,Y,91.6145253889843,466.0,229030.0
521,11561,4,9,1968,1977,627,1757,992,2737,3,1,5,8,2,0,0,0,169,0,NAmes,1Story,Detchd,TA,Fa,Y,,0.0,183421.0
522,4607,6,3,1985,2014,1301,1364,0,1357,3,0,1,5,1,2,566,235,9,0,NAmes,1.5Fin,Detchd,Fa,Ex,Y,57.74327205104302,270.0,183895.0
523,8721,7,4,1957,1974,702,1823,787,2608,1,1,2,5,2,1,287,131,0,0,Mitchel,1.5Fin,Detchd,Gd,TA,Y,,0.0,271123.0
524,5517,9,1,1948,2007,912,685,538,1233,3,0,3,8,0,1,270,228,0,0,OldTown,2Story,Detchd,Gd,Gd,Y,67.59059440871201,46.0,250901.0
525,6899,10,9,1922,2009,1203,1557,0,1545,3,0,5,10,2,1,299,33,101,0,Mitchel,2Story,Attchd,Ex,Gd,Y,78.91692199649896,454.0,314981.0
526,9126,5,8,1988,1996,728,1534,852,2401,2,0,2,6,1,1,259,0,12,0,Timber,2Story,Detchd,Gd,TA,N,,464.0,169410.0
527,6347,9,2,1933,1947,591,510,0,528,2,1,2,7,0,3,692,131,160,0,SawyerW,1Story,Attchd,TA,TA,Y,,107.0,205854.0
528,7678,4,8,1925,1928,1236,1037,0,1042,1,1,1,5,2,2,595,203,0,0,CollgCr,2Story,Detchd,TA,TA,Y,69.13971120377073,363.0,220784.0
529,13393,10,7,1946,2008,1796,1109,0,1096,1,1,2,6,0,3,1077,0,126,0,Edwards,1Story,CarPort,Gd,Gd,Y,,68.0,268824.0
530,7109,2,6,1904,1943,1547,534,734,1271,2,0,2,7,0,2,536,257,47,338,Timber,2Story,Detchd,TA,TA,Y,60.05583119272303,307.0,135771.0
531,12509,3,1,1989,1997,1332,1045,0,1032,2,0,3,5,2,1,238,291,4,0,Timber,1Story,BuiltIn,TA,TA,Y,101.4750769634235,422.0,134319.0
532,5699,1,7,1919,1927,1441,1481,0,1479,1,1,1,6,2,2,713,124,0,0,Sawyer,2Story,Detchd,Gd,Fa,Y,79.87129440480821,0.0,176969.0
533,11069,6,7,1905,1930,1305,1001,0,1010,3,0,1,6,1,0,0,0,121,0,Somerst,2Story,Detchd,TA,Fa,Y,46.391020613191216,218.0,160468.0
534,15940,6,9,1969,1972,1229,1242,0,1243,1,1,2,5,2,2,635,0,89,0,Somerst,1Story,Detchd,TA,TA,Y,61.47460877601186,0.0,169897.0
535,3332,1,1,1958,1973,1409,1244,0,1232,3,0,3,8,2,0,0,0,102,0,Gilbert,1Story,Attchd,TA,Gd,Y,56.87260053153882,0.0,115043.0
536,6510,3,2,1963,1977,502,1145,0,1128,2,0,4,7,2,0,0,0,89,0,Mitchel,1Story,,TA,Ex,N,93.54239454577721,232.0,122839.0
537,11280,5,9,2013,2015,1129,882,0,898,2,0,5,8,0,3,1008,0,0,0,Crawfor,2Story,Attchd,TA,TA,Y,91.30956322138972,188.0,267155.0
538,8256,3,9,1917,1968,1017,1400,995,2382,2,0,1,6,1,2,570,0,0,0,Somerst,1Story,Attchd,Gd,TA,Y,52.81783266632753,366.0,128018.0
539,10388,10,6,1903,1971,1081,546,893,1419,3,0,3,7,0,1,285,0,0,0,Somerst,1Story,Attchd,Gd,TA,Y,70.21727337808046,347.0,185425.0
540,7033,3,6,1916,1920,865,1153,1393,2553,1,0,3,5,2,2,440,90,97,0,Timber,2Story,Attchd,Gd,Gd,Y,45.056909156432035,0.0,167478.0
541,9270,10,4,2020,2022,1258,1676,664,2325,3,0,2,7,1,3,934,134,0,0,NridgHt,1.5Fin,BuiltIn,Gd,TA,Y,56.214463200395265,494.0,235410.0
542,8414,3,4,1913,1930,722,979,438,1432,1,1,5,10,2,0,0,0,83,0,Gilbert,1Story,Attchd,Ex,Gd,Y,57.02537944444806,64.0,114958.0
543,14287,5,5,1977,1978,836,873,634,1497,1,0,1,5,0,0,0,0,118,0,Mitchel,2Story,BuiltIn,Gd,TA,Y,54.550230328231876,436.0,235147.0
544,9914,5,3,1912,2004,788,1425,0,1409,1,0,4,7,0,3,864,235,0,0,Mitchel,SLvl,Attchd,TA,Gd,N,78.0564998412134,0.0,204726.0
545,10250,4,1,1906,1918,1395,1212,679,1894,2,1,2,6,2,3,874,0,147,186,Timber,SLvl,Attchd,TA,TA,Y,99.6811784334476,0.0,167445.0
546,7595,1,1,1943,1946,1045,1433,0,1430,1,1,1,5,1,2,621,22,40,0,SawyerW,1Story,Attchd,Ex,Gd,Y,,0.0,176833.0
547,7368,5,7,2018,2019,865,1164,935,2098,2,1,1,4,0,0,0,72,0,0,BrkSide,1.5Fin,Detchd,Gd,TA,Y,46.791195841446424,0.0,162979.0
548,7532,10,1,1914,2022,900,300,811,1118,1,1,3,8,2,3,1046,87,101,0,CollgCr,2Story,BuiltIn,TA,Gd,Y,74.57834840991242,475.0,290987.0
549,10485,5,1,1918,1991,1051,1598,320,1910,1,0,5,9,2,2,684,0,0,0,Mitchel,SFoyer,Detchd,Gd,TA,Y,74.6084257525466,,221409.0
550,7567,4,3,1962,2022,1698,1936,990,2910,2,0,4,8,2,2,462,93,0,0,NAmes,2Story,Attchd,Gd,TA,Y,65.8475476847058,349.0,209626.0
551,10055,6,4,2006,2014,555,1637,0,1646,2,1,5,10,1,1,273,0,121,0,NAmes,1.5Fin,,TA,TA,Y,110.90052570210563,384.0,147134.0
552,20540,10,4,2010,2017,1320,300,0,280,3,0,3,8,2,0,0,0,184,0,Edwards,1.5Fin,Attchd,Ex,Gd,Y,,58.0,261224.0
553,12688,4,2,2007,2009,1238,1321,726,2048,1,1,4,6,2,2,484,0,169,0,CollgCr,2Story,Detchd,Gd,Gd,Y,82.62408063162518,114.0,283997.0
554,7860,7,1,1934,1996,696,972,0,969,2,0,4,8,0,3,651,8,24,0,Gilbert,1.5Fin,Attchd,Gd,TA,Y,21.0,115.0,122059.0
555,14479,7,3,1980,1988,1636,737,0,721,3,0,2,4,2,0,0,0,40,0,Crawfor,1Story,Attchd,Gd,Gd,Y,48.81639008826742,236.0,266317.0
556,7606,2,4,1934,1944,1265,1196,0,1206,3,0,4,7,1,3,826,130,0,0,Crawfor,1Story,Attchd,Fa,Gd,N,81.30599943031305,0.0,237130.0
557,3962,3,3,1918,2016,846,1093,0,1078,2,0,1,6,2,3,352,221,2,0,NWAmes,1Story,Attchd,Gd,TA,Y,,0.0,161321.0
558,5983,1,8,1919,2019,306,1343,0,1349,1,0,5,10,1,2,470,0,107,0,SawyerW,SLvl,CarPort,TA,TA,N,61.67313363654968,273.0,92402.0
559,4237,8,1,1999,2008,1141,1171,0,1175,3,1,5,7,2,2,417,70,170,0,BrkSide,2Story,Detchd,TA,Ex,Y,79.9784317383768,112.0,131664.0
560,7780,9,2,1934,1946,1032,724,0,732,1,0,2,6,2,1,325,19,173,0,Timber,2Story,BuiltIn,Ex,Gd,N,90.40060422921698,32.0,165682.0
561,9021,4,7,1931,1966,637,930,1082,2019,1,0,4,7,2,3,951,80,0,0,SawyerW,2Story,Detchd,Gd,TA,Y,59.59781874144759,0.0,199848.0
562,17510,6,4,2021,2022,632,869,462,1326,3,0,3,7,1,2,582,0,82,0,Sawyer,1Story,Detchd,TA,TA,Y,56.29397105035348,0.0,253350.0
563,10206,9,8,1947,1959,1397,497,0,488,2,0,1,5,0,1,284,18,0,0,Edwards,1Story,BuiltIn,TA,Ex,Y,64.36835365933568,291.0,232134.0
564,8203,6,3,1943,1954,267,628,0,627,1,0,2,4,1,0,0,0,178,0,Mitchel,1.5Fin,,Gd,Gd,Y,80.95901818615265,315.0,162398.0
565,12478,9,6,2003,2007,1175,1069,0,1066,2,1,4,8,0,1,240,0,132,0,Crawfor,SFoyer,Attchd,Gd,TA,Y,57.40290479902651,161.0,327276.0
566,3697,4,9,1923,1996,975,1691,0,1704,3,0,3,5,1,1,330,0,85,0,CollgCr,1Story,Attchd,TA,Gd,Y,88.76420352671978,89.0,238783.0
567,9840,8,1,1960,2019,1248,946,518,1466,1,1,4,9,2,3,851,0,96,0,NAmes,1Story,BuiltIn,Gd,TA,Y,,0.0,227845.0
568,12189,9,1,1916,1988,932,862,0,868,2,0,2,7,2,0,0,146,0,0,NridgHt,1Story,,Gd,TA,Y,57.68960374646693,423.0,142624.0
569,4957,4,8,1970,2021,1167,701,0,697,2,0,3,8,0,3,945,180,87,0,SawyerW,1Story,,Gd,TA,Y,121.62188585102372,0.0,184180.0
570,14150,5,3,2006,2012,752,1161,1595,2756,1,1,3,6,0,3,904,197,0,0,OldTown,1Story,Detchd,Gd,TA,Y,42.839149374011285,143.0,275413.0
571,10253,8,5,1949,1950,1030,1598,0,1617,2,0,3,6,1,1,292,286,125,0,Timber,2Story,Attchd,Ex,Gd,Y,87.19779684958311,0.0,221014.0
572,7584,10,1,1964,2017,1245,1911,0,1921,2,0,3,7,1,1,289,0,0,0,Gilbert,1Story,Attchd,TA,Gd,Y,30.258327254818532,169.0,187212.0
573,11534,6,5,1998,2021,1110,1258,789,2029,3,1,4,6,0,2,554,239,38,0,Somerst,1Story,,TA,TA,Y,84.47990936720052,15.0,178580.0
574,22209,7,6,1931,1990,1202,1203,0,1199,3,0,3,7,0,1,299,289,197,0,Somerst,1.5Fin,Attchd,TA,TA,Y,129.2194828239188,0.0,189861.0
575,9631,3,8,1935,1957,678,943,673,1621,2,1,4,9,1,2,576,0,78,0,Crawfor,SFoyer,Attchd,Ex,Gd,N,93.2549297463133,0.0,209866.0
576,9890,7,3,1912,2014,813,1006,0,1008,2,1,3,7,0,3,781,0,165,0,CollgCr,1Story,,TA,Gd,Y,99.43751776452407,0.0,254794.0
577,7452,8,3,1969,2008,820,1389,680,2054,1,1,3,7,0,1,304,0,0,0,Timber,2Story,Attchd,TA,Gd,N,67.88618749790888,0.0,147311.0
578,6374,10,9,1957,2020,939,1030,0,1037,3,0,2,6,0,0,0,0,51,0,NWAmes,1Story,BuiltIn,Ex,Gd,Y,90.72990565083924,0.0,282114.0
579,12483,6,4,1913,2015,1593,1088,0,1075,1,0,4,9,0,0,0,0,130,0,BrkSide,SLvl,Detchd,Ex,TA,Y,75.4704743007658,29.0,141009.0
580,6358,10,4,1936,2020,908,1140,1090,2217,2,1,4,6,2,3,622,0,156,0,Edwards,2Story,Attchd,Gd,TA,Y,,0.0,284639.0
581,9215,9,7,2011,2017,592,925,0,923,1,0,5,9,2,3,844,199,125,0,SawyerW,1.5Fin,Attchd,Gd,TA,Y,45.654023123947354,0.0,272603.0
582,7397,6,2,1978,2006,1266,1121,0,1138,2,1,2,7,0,1,251,0,0,0,NAmes,1Story,Attchd,Fa,Gd,Y,96.12465487413687,436.0,185541.0
583,10846,9,8,2010,2019,1588,382,131,521,3,0,4,7,1,2,518,0,0,0,CollgCr,2Story,Detchd,TA,Gd,Y,79.40946017568868,146.0,325132.0
584,10233,4,6,1967,2017,545,1358,888,2248,3,1,2,4,2,1,302,243,0,0,NWAmes,2Story,Detchd,Gd,Gd,Y,49.91825763277136,0.0,238424.0
585,13561,8,3,1939,2007,1839,2043,0,2054,2,0,2,7,1,2,445,171,21,0,NridgHt,1Story,Attchd,TA,Gd,Y,63.96188571139687,0.0,202133.0
586,7302,4,9,1958,1988,1216,940,0,929,3,1,2,6,1,1,285,0,0,0,SawyerW,1Story,,Gd,Gd,Y,34.77908919533991,411.0,213290.0
587,8038,2,5,1979,1998,1463,1292,600,1898,2,0,1,6,2,0,0,0,0,0,CollgCr,2Story,Attchd,Gd,Gd,Y,21.0,0.0,212168.0
588,6054,10,8,1991,2002,1636,1473,97,1550,1,1,4,6,1,0,0,21,148,0,NridgHt,1.5Fin,Attchd,Gd,TA,Y,43.60980970523653,0.0,185247.0
589,7497,9,7,1915,1969,1439,1636,643,2297,2,0,2,6,1,2,572,46,16,0,Timber,1Story,Attchd,TA,TA,Y,,383.0,201659.0
590,10414,5,8,1961,1977,1005,1049,0,1057,1,1,1,4,0,1,249,0,0,0,Edwards,2Story,Attchd,Ex,Gd,Y,71.78612436564129,0.0,193131.0
591,12122,4,7,1903,2011,1537,464,660,1106,2,0,1,4,0,3,1103,0,6,0,SawyerW,1Story,,Gd,Fa,Y,41.184768155072206,126.0,207079.0
592,6192,2,3,1944,1945,1151,1251,0,1267,3,0,3,6,0,2,656,142,0,0,CollgCr,1Story,Attchd,Gd,TA,Y,63.03473425693266,384.0,205220.0
593,12680,1,2,1989,2013,1486,1198,0,1208,2,1,3,8,2,0,0,46,35,0,Crawfor,2Story,Attchd,Gd,Fa,N,75.20108560612917,195.0,179695.0
594,15402,7,7,1927,1939,1529,1018,320,1328,2,0,4,6,0,2,525,0,66,0,Edwards,1Story,CarPort,TA,TA,Y,57.31907572194399,0.0,262190.0
595,10565,6,3,1995,2020,613,1099,0,1100,2,0,3,6,1,1,300,26,0,677,Somerst,1Story,Detchd,TA,TA,Y,46.22113362376598,149.0,146877.0
596,18971,2,3,2008,2014,1367,1204,545,1746,3,0,4,8,1,3,932,0,0,0,Mitchel,1Story,Attchd,TA,TA,Y,53.91038308941529,0.0,232363.0
597,6571,8,2,1965,1992,977,1287,0,1301,2,0,1,5,1,3,870,74,86,292,Timber,2Story,CarPort,TA,Gd,Y,99.40481802941724,93.0,175095.0
598,5443,4,4,1930,1999,1105,1271,1421,2677,3,1,1,5,1,2,478,186,0,0,Edwards,2Story,BuiltIn,TA,TA,Y,,0.0,228231.0
599,4396,8,8,1902,1968,1100,1067,0,1049,2,0,4,9,1,1,271,9,156,0,OldTown,SFoyer,Attchd,Ex,TA,Y,,0.0,212120.0
600,16291,7,1,2017,2018,1084,1296,0,1280,1,0,3,5,2,1,283,120,0,0,Gilbert,1Story,Detchd,Gd,TA,Y,100.03775994112846,0.0,169404.0
601,11634,5,1,1907,2005,1659,1041,833,1862,2,1,3,5,1,3,874,288,0,0,NAmes,1.5Fin,,Gd,TA,Y,,0.0,167661.0
602,8758,10,5,1923,2004,503,1393,789,2189,1,0,4,7,2,0,0,164,0,0,Sawyer,1Story,,Gd,TA,Y,,0.0,295247.0
603,10016,10,5,1914,1988,361,911,791,1700,3,1,5,7,1,1,309,0,19,0,Crawfor,2Story,BuiltIn,Gd,TA,Y,,282.0,271890.0
604,5709,8,1,1942,2005,276,1177,748,1932,3,0,3,7,2,3,1001,160,156,0,Somerst,2Story,,Gd,Gd,Y,75.88970161621103,422.0,183007.0
605,23820,9,6,1930,1998,1477,532,0,538,2,1,2,6,2,3,961,0,0,0,Sawyer,1Story,Detchd,Gd,TA,Y,118.98170942142909,485.0,281897.0
606,9430,5,1,1972,1990,740,1009,0,1001,3,0,3,8,1,1,303,117,128,0,SawyerW,2Story,Attchd,TA,TA,Y,97.96531356270967,0.0,191700.0
607,9355,10,5,2002,2020,1102,1365,0,1382,2,1,5,9,1,1,229,0,161,0,Edwards,1Story,Attchd,TA,TA,Y,58.922511879401114,455.0,232450.0
608,11971,5,9,1944,2005,1004,757,0,757,3,1,1,3,1,2,654,83,0,0,Edwards,1Story,Detchd,Gd,TA,Y,40.97711391833765,139.0,200800.0
609,10855,2,5,1965,1980,695,1028,0,1034,1,1,1,5,1,0,0,145,108,0,Somerst,1Story,Attchd,Ex,Ex,Y,63.539190860155344,0.0,125752.0
610,9794,5,6,1907,1994,1390,300,0,285,3,0,1,4,0,2,539,0,13,0,Somerst,1.5Fin,,TA,TA,Y,76.01247226096065,0.0,150843.0
611,6527,3,8,1970,2010,999,630,790,1437,1,1,3,8,0,2,562,0,164,0,BrkSide,1.5Fin,Attchd,Gd,Gd,Y,,0.0,132871.0
612,10813,7,1,2019,2022,954,729,930,1649,2,0,1,6,2,3,847,0,162,0,Gilbert,1Story,Detchd,Gd,TA,Y,67.59726153410811,270.0,168317.0
613,19011,10,2,2007,2021,1143,1188,789,1973,2,1,5,7,2,3,787,0,186,0,Somerst,1Story,BuiltIn,Gd,Gd,Y,109.29279902018399,443.0,195547.0
614,15339,5,9,2014,2022,1338,1276,0,1294,2,1,5,9,0,0,0,0,0,0,Somerst,1Story,Detchd,TA,TA,Y,70.71713502599931,399.0,174956.0
615,16937,8,3,2002,2013,666,1128,928,2042,1,1,3,7,2,2,470,132,192,0,Mitchel,1Story,Attchd,TA,TA,Y,,96.0,249711.0
616,7299,1,6,2005,2007,1399,1004,610,1623,2,0,2,4,1,2,487,0,109,0,Sawyer,1.5Fin,Attchd,TA,TA,Y,,329.0,204980.0
617,6027,3,5,1956,2010,1629,1005,857,1862,2,0,3,5,2,3,603,0,0,0,Gilbert,2Story,Detchd,Gd,Gd,Y,85.4012078781914,46.0,195501.0
618,8515,3,2,1979,1992,479,1422,0,1402,1,1,1,4,2,3,706,0,0,0,CollgCr,1Story,CarPort,Gd,TA,Y,53.21756256943912,151.0,201414.0
619,9157,9,7,1998,2014,1161,1230,584,1818,3,1,3,5,2,1,325,0,0,0,Edwards,1Story,Detchd,Gd,TA,Y,49.35055629560356,172.0,250222.0
620,13872,5,4,1929,2011,928,1023,549,1583,2,1,5,9,0,2,598,127,128,0,Edwards,1.5Fin,Attchd,Fa,Gd,Y,33.87698234499694,274.0,192403.0
621,4550,9,1,1973,2010,1329,1641,1159,2787,3,1,3,6,0,0,0,249,0,0,Somerst,1Story,Attchd,TA,TA,Y,63.643198964453504,346.0,190154.0
622,16511,9,4,2001,2004,563,1890,801,2675,3,1,3,8,2,2,504,0,30,0,Gilbert,1Story,BuiltIn,Ex,Gd,Y,96.76868124394389,0.0,199803.0
623,8406,1,6,1917,1923,1701,676,0,685,2,1,2,6,1,3,987,0,35,0,BrkSide,2Story,,TA,TA,Y,84.65457042797117,0.0,107434.0
624,7549,2,7,2013,2015,406,1348,878,2213,2,1,5,10,2,1,328,0,104,0,Somerst,2Story,Attchd,TA,Ex,Y,94.72506290522239,0.0,158705.0
625,5973,5,7,1968,2016,952,2324,972,3294,1,1,4,9,0,2,565,0,181,328,Timber,2Story,BuiltIn,Fa,TA,Y,,212.0,214183.0
626,4619,4,7,2016,2016,1223,1256,0,1265,1,0,4,9,1,0,0,284,108,0,Timber,SLvl,Attchd,TA,Gd,Y,66.40552960289286,0.0,146840.0
627,12447,10,3,1992,2007,775,1193,907,2094,2,1,5,9,2,3,748,289,0,0,BrkSide,1Story,Detchd,Gd,Gd,Y,28.073781474779302,0.0,183773.0
628,9221,9,6,1938,1988,712,1128,0,1143,3,0,4,9,0,1,289,262,156,0,Gilbert,1.5Fin,BuiltIn,TA,TA,Y,92.17310379221345,77.0,137082.0
629,5345,7,8,1959,1966,1138,1336,0,1342,1,1,1,5,1,2,442,0,0,0,Sawyer,1Story,Attchd,TA,TA,Y,99.54031423801905,278.0,285759.0
630,5334,6,4,1997,2014,1081,1436,346,1774,1,0,4,9,2,0,0,0,130,0,Edwards,2Story,Detchd,Gd,Fa,Y,46.53542577241076,40.0,194544.0
631,7829,7,8,1942,2021,1052,676,744,1413,2,0,1,3,0,3,843,199,185,0,BrkSide,SLvl,Attchd,TA,TA,Y,105.76648734842271,0.0,144180.0
632,17458,1,2,1944,1985,1393,1139,1159,2314,2,1,5,7,1,0,0,0,60,0,OldTown,2Story,Attchd,TA,TA,Y,64.84123691352718,419.0,204432.0
633,8072,1,9,1922,1938,892,300,0,309,2,0,4,8,2,2,607,167,0,0,NWAmes,1.5Fin,Detchd,Ex,TA,Y,46.167924753038236,0.0,149196.0
634,4908,8,9,1968,2012,1177,1070,0,1088,2,0,4,9,1,3,931,239,0,0,OldTown,1.5Fin,Attchd,TA,Gd,Y,,247.0,278109.0
635,8116,2,8,1993,2005,847,806,0,798,1,1,1,6,1,2,640,0,0,0,BrkSide,1Story,Detchd,TA,Ex,Y,,0.0,120928.0
636,8029,10,1,1905,1911,710,1278,0,1273,1,1,1,6,1,1,373,189,0,0,Sawyer,1.5Fin,Attchd,Gd,Gd,Y,68.81514949394062,0.0,237564.0
637,3044,9,2,1955,1981,936,520,535,1041,1,1,3,5,0,2,593,0,0,0,SawyerW,SLvl,Detchd,Gd,TA,Y,57.2832151505592,0.0,236026.0
638,8762,7,6,2021,2022,850,955,573,1534,3,0,2,7,2,1,277,0,0,0,Crawfor,2Story,Attchd,TA,Gd,Y,,178.0,257172.0
639,8165,6,5,2009,2010,870,1517,0,1531,1,1,4,9,1,2,431,0,0,0,Somerst,1Story,BuiltIn,Gd,TA,Y,85.05842160173461,340.0,185462.0
